Pair_ID,Project_A_ID,Project_B_ID,Project_A_Title,Project_B_Title,Project_A_Abstract,Project_B_Abstract,Project_A_Features,Project_B_Features,Project_A_Keywords,Project_B_Keywords,SBERT_Similarity,TFIDF_Similarity,Cosine_Similarity,Faculty_Label,AI_Label,Similarity_Category,Reviewer_Name,Review_Date,Comments
SB0374,PRJ0237,PRJ0447,Face Recognition Based Student Attendance System,STM32 Smart Grid Energy Metering System (Variant 10),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A LoRa-enabled smart energy meter using STM32 microcontrollers to measure voltage sags and power harmonics.,OpenCV; face_recognition; SQLite; Python,STM32F4; ACS712; LoRaWAN; Grafana,"face recognition, attendance, opencv, biometric","smart grid, energy meter, stm32, lorawan",0.101,0.024,0.064,Different,Different,Cross-Domain Distinct,Dr. H. Mehta,2026-002-23,No conceptual overlap; Computer Vision software vs Power Electronics hardware.
SB0375,PRJ0238,PRJ0448,AST Graph Neural Network Code Plagiarism Detector,Submersible Industrial Water Quality Probe Buoy (Variant 10),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A floating solar-powered buoy equipped with RS485 pH and turbidity probes to monitor river chemical contamination.,Tree-sitter; PyTorch Geometric; AST Parser,ESP8266; RS485 Modbus; pH Sensor; Solar MPPT,"ast, graph neural network, code plagiarism, tree-sitter","water quality, ph probe, modbus rs485, solar buoy",0.066,0.033,0.048,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-002-12,Cross-domain distinct; NLP Code Analysis vs Environmental IoT Sensing.
SB0376,PRJ0239,PRJ0449,zk-SNARK Zero-Knowledge Academic Credential Registry,Autonomous Quadcopter Path Navigation Drone (Variant 10),Compiles Circom arithmetic circuits to verify university degree qualification without disclosing student grades.,A quadcopter drone running ArduPilot flight controllers for autonomous GPS waypoint obstacle avoidance navigation.,Circom; SnarkJS; Solidity; Ethers.js,Pixhawk 4; Jetson Nano; ROS2; MAVLink,"zk-snark, zero-knowledge proof, degree verification, solidity","quadcopter, flight controller, ros2, waypoint navigation",0.13,0.075,0.11,Different,Different,Cross-Domain Distinct,Prof. T. Joseph,2026-003-24,Completely distinct fields (Cryptographic Blockchain vs Aerial Robotics).
SB0377,PRJ0240,PRJ0450,vLLM Distributed Model Server with PagedAttention,RFID Solenoid Door Lock Access Control (Variant 10),Serves 70B parameter LLMs across GPU clusters using vLLM PagedAttention and INT4 quantization.,Unlocks lab doors when authorized MFRC522 13.56MHz RFID cards are scanned at an Arduino reader.,vLLM; Ray; PyTorch; CUDA; FastAPI,MFRC522 RFID; Arduino Uno; Relay Driver,"vllm, distributed llm, pagedattention, cuda","rfid lock, access control, arduino, relay",0.088,0.01,0.01,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-005-27,Unrelated architectures; Distributed GPU LLM Infrastructure vs Basic Microcontroller Door Hardware.
SB0378,PRJ0241,PRJ0451,Face Recognition Based Student Attendance System,Webcam Facial Recognition Automated Attendance Marker (Variant 11),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A real-time attendance marking system that detects and identifies student faces from a webcam video stream to update an attendance database.,OpenCV; face_recognition; SQLite; Python,OpenCV; MTCNN; Flask; PostgreSQL,"face recognition, attendance, opencv, biometric","facial attendance, webcam marker, opencv, flask",0.951,0.834,0.915,Similar,Similar,Duplicate / Near-Duplicate,Prof. P. Menon,2026-006-20,Essentially the same project with minor framework variations; clear duplicate concept.
SB0379,PRJ0242,PRJ0452,AI Powered ECG Heart Disease Risk Predictor,Cardiac Arrhythmia Classification from ECG Signals using Machine Learning (Variant 11),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,A machine learning system that classifies ECG heart signals to identify cardiac arrhythmia anomalies in real time.,Random Forest; SciPy Signal; Scikit-Learn; Flask,1D-CNN; ECG Biosignals; PyTorch; FastAPI,"ecg risk, heart disease, cardiac prediction, ml","cardiac arrhythmia, ecg classification, signal processing, cnn",0.919,0.815,0.874,Similar,Similar,Duplicate / Near-Duplicate,Dr. H. Mehta,2026-005-28,High semantic overlap in biosignal processing and cardiac health objectives.
SB0380,PRJ0243,PRJ0453,IoT Smart Irrigation System using Soil Moisture Sensors,Automated Crop Irrigation Controller with ESP32 and Soil Sensors (Variant 11),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,An ESP32-based smart irrigation controller that activates water solenoid valves based on real-time soil moisture and weather inputs.,Capacitive Soil Sensor; Arduino; Relay Pump,ESP32; Soil Sensor; Relay Driver; MQTT,"smart irrigation, soil moisture, iot, arduino","automated irrigation, esp32, soil sensor, mqtt",0.94,0.822,0.916,Similar,Similar,Duplicate / Near-Duplicate,Dr. R. Kumar,2026-005-11,Identical core problem statement and hardware architecture.
SB0381,PRJ0244,PRJ0454,Blockchain Based Decentralized Student Voting DApp,Ethereum Smart Contract Voting Platform for University Elections (Variant 11),Records university student council election votes immutably on an Ethereum blockchain to prevent tampering.,"A decentralized voting application using Solidity smart contracts to conduct secure, transparent student elections.",Ethereum; Solidity; Web3.js; React,Solidity; Hardhat; Ethers.js; Next.js,"blockchain voting, student elections, smart contract, ethereum","ethereum voting, dapp, solidity, election security",0.981,0.883,0.961,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-003-15,Near-duplicate concept; core smart contract logic and objective match.
SB0382,PRJ0245,PRJ0455,AST Graph Neural Network Code Plagiarism Detector,Source Code Structural Similarity Analyzer using Program Graphs (Variant 11),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A tool that converts programming assignments into Program Dependence Graphs to identify structural code clones across student submissions.,Tree-sitter; PyTorch Geometric; AST Parser,AST Parser; Graph Isomorphism Net; NetworkX,"ast, graph neural network, code plagiarism, tree-sitter","code similarity, program dependence graph, structural clone, gnn",0.913,0.801,0.871,Similar,Similar,Duplicate / Near-Duplicate,Dr. V. Nair,2026-004-21,Very close algorithmic methodology and identical target domain.
SB0383,PRJ0246,PRJ0456,RFID Card Based Student Attendance System,Face Recognition Based Student Attendance System (Variant 11),Records student attendance at classroom entry using MFRC522 RFID cards and microcontroller logging.,An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,MFRC522 RFID; Arduino Uno; LCD Display,OpenCV; face_recognition; SQLite; Python,"rfid attendance, card reader, arduino, student log","face recognition, attendance, opencv, biometric",0.654,0.472,0.639,Partially Similar,Partially Similar,Same-Domain Variant,Dr. A. Sharma,2026-003-23,Shares the same domain objective (Attendance) but utilizes completely different hardware/software modalities (RFID vs Vision).
SB0384,PRJ0247,PRJ0457,IoT Smart Irrigation System using Soil Moisture Sensors,Plant Leaf Pathology Classifier using Mobile Vision (Variant 11),Automates agricultural watering when capacitive soil moisture sensors drop below pre-set thresholds.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Capacitive Soil Sensor; Arduino; Relay Pump,MobileNet; TensorFlow Lite; Flutter App,"smart irrigation, soil moisture, iot, arduino","plant disease, leaf classification, mobile cnn, agritech",0.559,0.397,0.508,Partially Similar,Partially Similar,Same-Domain Variant,Dr. K. Rao,2026-001-24,"Both belong to Agriculture domain, but one is an IoT hardware control system and the other is a computer vision app."
SB0385,PRJ0248,PRJ0458,Chest X-Ray Pneumonia Classifier using CNN,AI Powered ECG Heart Disease Risk Predictor (Variant 11),Diagnoses pulmonary pneumonia from chest X-ray radiograph images using fine-tuned ResNet-50 models.,Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,ResNet-50; PyTorch; DICOM Imaging,Random Forest; SciPy Signal; Scikit-Learn; Flask,"pneumonia, chest x-ray, cnn, medical imaging","ecg risk, heart disease, cardiac prediction, ml",0.521,0.387,0.487,Partially Similar,Partially Similar,Same-Domain Variant,Prof. P. Menon,2026-005-10,"Both are Healthcare AI diagnostic systems, but operate on different organs (Lungs vs Heart) and data modalities (Images vs Signals)."
SB0386,PRJ0249,PRJ0459,SQL Injection Web Application Firewall Prototype,Phishing URL Detector using Machine Learning (Variant 11),Intercepts incoming HTTP POST parameters to block SQL injection payloads using pattern matching rules.,Classifies browser URLs as legitimate or phishing sites using engineered domain features and XGBoost.,ModSecurity; Regex Rules; Nginx WAF,XGBoost; URL Lexical Features; Chrome Extension,"sql injection, waf, web security, payload filtering","phishing url, xgboost, security, browser extension",0.622,0.452,0.586,Partially Similar,Partially Similar,Same-Domain Variant,Prof. S. Iyer,2026-005-21,"Both are Cybersecurity projects, but one operates as an inline WAF server component while the other is a URL classifier extension."
SB0387,PRJ0250,PRJ0460,AI Powered ECG Heart Disease Risk Predictor,Plant Leaf Pathology Classifier using Mobile Vision (Variant 11),Predicts cardiovascular disease risks by analyzing single-lead ECG signal waveforms using Random Forest classifiers.,Classifies plant leaf images into healthy or diseased categories using a MobileNet convolutional neural network.,Random Forest; SciPy Signal; Scikit-Learn; Flask,MobileNet; TensorFlow Lite; Flutter App,"ecg risk, heart disease, cardiac prediction, ml","plant disease, leaf classification, mobile cnn, agritech",0.188,0.108,0.11,Different,Different,Cross-Domain Distinct,Prof. L. Fernandes,2026-002-18,Completely different domains (Human Healthcare vs Plant Agritech) and unrelated objectives.
SB0388,PRJ0251,PRJ0461,Face Recognition Based Student Attendance System,STM32 Smart Grid Energy Metering System (Variant 11),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A LoRa-enabled smart energy meter using STM32 microcontrollers to measure voltage sags and power harmonics.,OpenCV; face_recognition; SQLite; Python,STM32F4; ACS712; LoRaWAN; Grafana,"face recognition, attendance, opencv, biometric","smart grid, energy meter, stm32, lorawan",0.096,0.049,0.103,Different,Different,Cross-Domain Distinct,Prof. G. Deshmukh,2026-004-13,No conceptual overlap; Computer Vision software vs Power Electronics hardware.
SB0389,PRJ0252,PRJ0462,AST Graph Neural Network Code Plagiarism Detector,Submersible Industrial Water Quality Probe Buoy (Variant 11),Parses source code into Abstract Syntax Trees (AST) and trains Graph Neural Networks to detect obfuscated student code plagiarism.,A floating solar-powered buoy equipped with RS485 pH and turbidity probes to monitor river chemical contamination.,Tree-sitter; PyTorch Geometric; AST Parser,ESP8266; RS485 Modbus; pH Sensor; Solar MPPT,"ast, graph neural network, code plagiarism, tree-sitter","water quality, ph probe, modbus rs485, solar buoy",0.095,0.018,0.018,Different,Different,Cross-Domain Distinct,Prof. G. Deshmukh,2026-002-19,Cross-domain distinct; NLP Code Analysis vs Environmental IoT Sensing.
SB0390,PRJ0253,PRJ0463,zk-SNARK Zero-Knowledge Academic Credential Registry,Autonomous Quadcopter Path Navigation Drone (Variant 11),Compiles Circom arithmetic circuits to verify university degree qualification without disclosing student grades.,A quadcopter drone running ArduPilot flight controllers for autonomous GPS waypoint obstacle avoidance navigation.,Circom; SnarkJS; Solidity; Ethers.js,Pixhawk 4; Jetson Nano; ROS2; MAVLink,"zk-snark, zero-knowledge proof, degree verification, solidity","quadcopter, flight controller, ros2, waypoint navigation",0.162,0.043,0.124,Different,Different,Cross-Domain Distinct,Dr. V. Nair,2026-004-13,Completely distinct fields (Cryptographic Blockchain vs Aerial Robotics).
SB0391,PRJ0254,PRJ0464,vLLM Distributed Model Server with PagedAttention,RFID Solenoid Door Lock Access Control (Variant 11),Serves 70B parameter LLMs across GPU clusters using vLLM PagedAttention and INT4 quantization.,Unlocks lab doors when authorized MFRC522 13.56MHz RFID cards are scanned at an Arduino reader.,vLLM; Ray; PyTorch; CUDA; FastAPI,MFRC522 RFID; Arduino Uno; Relay Driver,"vllm, distributed llm, pagedattention, cuda","rfid lock, access control, arduino, relay",0.083,0.02,0.033,Different,Different,Cross-Domain Distinct,Dr. R. Kumar,2026-005-18,Unrelated architectures; Distributed GPU LLM Infrastructure vs Basic Microcontroller Door Hardware.
SB0392,PRJ0255,PRJ0465,Face Recognition Based Student Attendance System,Webcam Facial Recognition Automated Attendance Marker (Variant 12),An automated classroom attendance system using OpenCV and deep face recognition models to mark student attendance from camera feeds.,A real-time attendance marking system that detects and identifies student faces from a webcam video stream to update an attendance database.,OpenCV; face_recognition; SQLite; Python,OpenCV; MTCNN; Flask; PostgreSQL,"face recognition, attendance, opencv, biometric","facial attendance, webcam marker, opencv, flask",0.938,0.887,0.931,Similar,Similar,Duplicate / Near-Duplicate,Prof. M. Reddy,2026-005-14,Essentially the same project with minor framework variations; clear duplicate concept.
